Customer_ID,Age,Location,Income_Level,Total_Transactions,Avg_Transaction_Value,Max_Transaction_Value,Min_Transaction_Value,Total_Spent,Active_Days,Last_Transaction_Days_Ago,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Support_Tickets_Raised,Issue_Resolution_Time,Customer_Satisfaction_Score,LTV
cust_1455,48,Suburban,Low,230,102.9168968,212.4666296,45.38951198,23670.88627,40,337,4772,39,4738.704664,Weekly,Credit Card,2,47.10909039,2,15441.73629
cust_1212,57,Suburban,Low,773,8086.092395,11090.71534,3929.716207,6250549.422,246,293,1449,15,1650.737606,Daily,UPI,20,9.228378376,2,630627.5734
cust_5501,37,Suburban,High,553,4161.564838,19937.95717,1552.691198,2301345.356,142,71,1354,3,267.7962417,Daily,Debit Card,1,51.66431742,2,235008.6374
cust_6029,53,Rural,Low,622,10816.18642,31424.18767,1313.735221,6727667.952,100,198,3753,9,4124.941246,Daily,Debit Card,13,13.98044245,2,681110.3246
cust_1799,64,Suburban,Low,679,15455.64801,76103.27578,5669.520408,10494385,282,41,2101,39,3816.447488,Daily,Credit Card,6,36.02450446,2,1057632.276
cust_4194,66,Urban,Low,508,11639.89884,56868.08638,2869.987439,5913068.613,142,234,1208,14,3014.184037,Daily,Debit Card,18,38.25474244,2,595615.7693
cust_6421,41,Rural,Low,251,7654.225898,14826.39651,881.7709499,1921210.7,161,278,128,4,4556.960154,Monthly,Credit Card,14,48.66797253,2,192498.59
cust_6864,39,Urban,High,62,5110.957118,19019.58773,965.8403687,316879.3413,326,91,4202,45,3939.053278,Daily,UPI,0,39.0026726,2,44622.40749
cust_3368,43,Rural,Middle,884,4107.170767,13983.35497,1415.327863,3630738.958,194,107,2434,22,2139.341822,Monthly,UPI,15,71.09925252,2,371072.2249
cust_6414,21,Urban,High,619,3305.364201,13541.37429,1204.044028,2046020.44,205,209,212,26,4601.306695,Weekly,Debit Card,12,4.340361663,2,207325.3907
cust_1387,21,Rural,Middle,995,17200.17555,79776.29984,1934.692863,17114174.67,243,232,3043,44,4606.461162,Monthly,Credit Card,2,37.35429678,2,1721600.236
cust_1371,53,Suburban,High,419,6485.32235,13126.51082,2772.523942,2717350.065,330,360,710,32,152.3475254,Monthly,Wallet Balance,16,59.29660321,2,278278.8327
cust_3868,56,Rural,Low,465,19861.3437,76070.98559,4608.306845,9235524.819,46,185,771,0,2771.446039,Daily,Wallet Balance,10,24.31367195,2,925708.7589
cust_3178,23,Suburban,High,994,4437.747925,16359.42385,1399.151933,4411121.438,350,238,3283,2,2332.435673,Monthly,UPI,20,8.328655952,2,448711.9259
cust_0185,57,Rural,Middle,482,7655.331091,27634.10956,2792.067269,3689869.586,195,199,4134,10,3886.618415,Daily,Wallet Balance,7,60.61086395,2,378311.6494
cust_1699,41,Suburban,Low,325,19052.51122,73577.97361,8393.867308,6192066.145,143,360,2650,34,197.7907958,Monthly,Wallet Balance,4,44.39870586,2,629807.7191
cust_6661,45,Suburban,High,550,7528.421492,15643.28714,3153.741611,4140631.821,83,292,3464,26,3363.088314,Weekly,UPI,12,33.64975955,2,423909.6379
cust_3063,24,Rural,Low,868,19548.93894,69292.09405,6286.694704,16968479,80,176,2314,2,3185.488412,Daily,Credit Card,4,60.61556863,2,1702083.156
cust_6472,43,Rural,Middle,577,9011.726312,44272.19231,4185.30087,5199766.082,160,266,112,42,4044.386465,Weekly,UPI,11,33.01442919,2,524378.415
cust_0125,54,Suburban,Low,82,17715.5584,53402.33579,2436.362435,1452675.789,1,48,4105,7,3307.59258,Daily,Wallet Balance,8,56.72823698,2,154523.7826
cust_2998,36,Suburban,Middle,415,17631.52997,82846.39377,4310.574628,7317084.939,297,116,4713,30,1058.37885,Daily,Credit Card,16,20.72509874,2,745605.3045
cust_0238,43,Suburban,Low,291,18791.89842,64522.92866,2590.422143,5468442.44,118,106,1113,9,2310.073111,Weekly,Wallet Balance,6,56.22506233,2,550815.2074
cust_5183,37,Urban,Low,526,1008.739674,3619.698221,223.6662505,530597.0684,124,113,1790,16,909.768355,Daily,UPI,9,62.19065462,2,59784.82266
cust_1657,45,Urban,High,451,18240.08377,52445.38633,3519.465376,8226277.781,213,180,361,12,3538.313748,Daily,UPI,3,36.16664734,2,824780.6212
cust_6614,64,Suburban,Middle,483,7916.819567,32141.95597,3342.048952,3823823.851,77,66,2120,5,472.3388953,Daily,Wallet Balance,19,66.64536574,2,388886.2157
cust_4039,67,Suburban,Middle,956,276.6275162,1287.643346,114.687758,264455.9055,210,311,1069,36,1470.54659,Weekly,Wallet Balance,15,11.44589122,2,33448.31726
cust_2409,47,Suburban,Middle,250,19960.43009,35904.83709,8860.729766,4990107.523,240,178,334,32,2119.960505,Monthly,Credit Card,17,36.81650292,2,503818.772
cust_2937,17,Suburban,Low,643,13233.77044,18002.91763,4169.601153,8509314.395,16,255,880,0,1301.891274,Daily,UPI,20,14.93643031,2,854040.4939
cust_4267,17,Suburban,Middle,566,15849.11773,66562.65331,6723.721479,8970600.637,338,246,4344,22,496.9325988,Monthly,UPI,4,52.53269547,2,909699.5974
cust_2614,30,Suburban,Low,376,16469.44051,19891.37869,6624.964386,6192509.633,305,201,2959,16,2732.00947,Weekly,UPI,16,60.49642023,2,627402.9586
cust_1494,33,Urban,Middle,281,8012.886919,24243.30277,3534.64443,2251621.224,281,33,4487,40,3516.677314,Monthly,Debit Card,17,21.55811736,2,238377.7838
cust_1226,48,Rural,Low,182,11035.13446,18580.47069,3835.972658,2008394.472,277,293,1380,39,4110.785427,Monthly,Credit Card,13,57.30566536,2,207444.0545
cust_4747,52,Rural,High,685,13229.60389,24531.4454,2375.090699,9062278.666,157,134,1695,48,692.2001762,Daily,UPI,5,55.45352175,2,916071.7665
cust_3362,57,Suburban,Low,195,9603.536798,12436.69246,4256.550434,1872689.676,172,249,2904,28,4970.005644,Daily,Credit Card,9,15.75115071,2,195391.9647
cust_2826,30,Suburban,Low,707,12129.88647,45060.2728,2437.230897,8575829.734,147,76,1170,17,438.8526561,Weekly,UPI,0,49.79664144,2,863403.5471
cust_1124,66,Suburban,Low,818,2777.692535,5089.936898,699.957688,2272152.493,180,310,1318,14,3586.153849,Weekly,Debit Card,15,51.61008834,2,231458.1724
cust_4275,45,Urban,Middle,715,11332.1207,24649.39552,3608.021178,8102466.3,123,216,3030,6,3478.331728,Monthly,UPI,17,10.12531048,2,817167.4641
cust_1708,66,Suburban,High,713,6683.494185,24699.21399,1713.390738,4765331.354,285,288,473,23,2200.452788,Weekly,Debit Card,12,63.96595146,2,480678.909
cust_3464,62,Rural,High,5,12571.41719,48775.22963,4892.715395,62857.08597,1,29,3906,17,4714.069392,Weekly,UPI,4,33.52046152,2,15440.6739
cust_0535,44,Suburban,High,167,11602.07768,31612.58009,4475.894774,1937546.972,124,326,4267,44,3826.204596,Weekly,Wallet Balance,3,25.59577083,2,206775.5949
cust_4768,25,Suburban,Low,409,15868.81107,61443.24689,5208.818507,6490343.726,342,52,3371,46,2768.066007,Weekly,Debit Card,16,71.95712489,2,660992.3396
cust_2123,40,Suburban,Middle,934,2766.185602,7838.743737,664.6475499,2583617.353,228,248,4183,48,4249.190549,Monthly,Debit Card,4,6.309443631,2,271403.14
cust_2750,60,Rural,Low,396,13611.50867,26108.89794,4384.13513,5390157.433,223,187,1611,33,1454.681557,Weekly,UPI,15,49.15705452,2,546810.4025
cust_0178,28,Suburban,Low,358,1942.328696,8801.333332,702.0633738,695353.673,53,245,3788,14,2683.453966,Daily,Debit Card,14,29.76760613,2,79169.64032
cust_4877,19,Urban,Middle,957,1222.235128,4502.680709,200.7871436,1169679.018,161,212,1393,47,4961.644704,Weekly,Wallet Balance,20,7.857280284,2,123973.0794
cust_3198,17,Urban,Middle,510,13232.89746,57904.5669,2714.247613,6748777.703,116,102,3921,42,2311.977437,Monthly,UPI,19,3.487218082,2,687763.7816
cust_2459,46,Urban,Low,439,19744.06899,94907.15716,6063.590444,8667646.287,45,168,4229,21,2241.778708,Daily,Wallet Balance,3,16.42637209,2,878201.7393
cust_4728,47,Urban,Middle,561,16607.62326,57034.19747,4237.739164,9316876.65,227,120,586,28,3783.438914,Daily,Wallet Balance,1,11.08868677,2,935767.9456
cust_6792,17,Rural,High,24,1225.597127,1464.206269,237.4541429,29414.33105,63,305,4773,18,3758.92869,Weekly,Wallet Balance,20,58.87015763,2,14407.96876
cust_1854,62,Urban,Middle,747,2776.716007,6385.985798,561.3290648,2074206.857,276,154,3533,50,1507.178191,Monthly,Wallet Balance,10,49.16296273,2,220733.0967
cust_4324,68,Urban,Middle,418,6146.020494,15418.50285,2958.948788,2569036.566,204,105,2202,6,4152.708399,Daily,Credit Card,2,30.28510145,2,261831.3024
cust_6130,67,Urban,Middle,376,2854.5286,2984.444549,1400.05739,1073302.754,220,135,3694,43,888.831261,Weekly,Wallet Balance,8,48.67992361,2,120573.8597
cust_6850,24,Urban,High,592,9256.270011,15246.15897,3488.708214,5479711.846,68,223,1683,37,1816.795414,Daily,Wallet Balance,10,56.05407516,2,556128.7869
cust_0939,30,Suburban,Middle,399,10739.00536,39757.47003,1216.772327,4284863.139,40,67,4086,4,2832.955404,Monthly,Debit Card,6,28.67667485,2,437641.8362
cust_1773,62,Suburban,Middle,601,11206.50194,50546.88843,1921.967011,6735107.667,231,284,4095,23,4509.442141,Monthly,Debit Card,12,20.76714719,2,683746.0456
cust_2953,60,Suburban,Low,482,546.0078184,1601.386257,55.24879674,263175.7685,211,5,2200,37,1431.248762,Daily,UPI,2,5.400725218,2,35701.95246
cust_4180,39,Suburban,High,348,10304.60773,34694.14894,4483.648554,3586003.489,110,334,109,34,3006.277368,Daily,UPI,9,52.88829347,2,362715.2103
cust_5121,64,Rural,High,800,4606.848112,11286.52618,2188.940165,3685478.49,104,246,2958,44,503.7304615,Daily,Debit Card,3,32.10217107,2,380611.9838
cust_4461,46,Suburban,Middle,823,14586.85971,20960.49261,4415.622786,12004985.54,81,5,556,7,3747.830318,Weekly,Credit Card,7,62.22331019,2,1202436.639
cust_4429,40,Urban,Low,494,13933.00647,17277.9251,2449.611047,6882905.197,19,101,1093,11,4252.976874,Weekly,UPI,7,27.61889446,2,691450.0312
cust_4198,22,Suburban,Low,723,10974.24406,46708.18188,3149.090063,7934378.454,74,28,3184,28,3924.332351,Daily,UPI,14,2.399987366,2,802643.6792
cust_0049,33,Suburban,High,919,19886.04968,62989.0542,4824.841349,18275279.66,29,192,4809,47,3290.171724,Monthly,Wallet Balance,0,33.57261298,2,1842200.88
cust_0429,41,Rural,Middle,642,16244.5208,61026.23045,4711.697115,10428982.35,266,98,4756,31,4885.211183,Daily,Debit Card,6,17.9109285,2,1055067.629
cust_3911,62,Suburban,High,131,201.5244918,527.3987421,59.54461341,26399.70843,61,217,2000,9,4980.955778,Daily,Wallet Balance,17,5.366539951,2,7049.492954
cust_5261,45,Urban,High,598,5401.318297,14954.57258,1202.787496,3229988.342,319,99,976,27,1365.110926,Daily,Wallet Balance,4,71.91390173,2,328968.2787
cust_1677,38,Urban,Middle,88,1181.366741,1328.17759,242.6359293,103960.2732,151,64,1033,28,22.69311194,Daily,UPI,19,51.55583443,2,17250.68077
cust_0171,38,Rural,High,635,14805.4627,39120.94087,2846.797669,9401468.817,312,355,874,4,3823.399282,Daily,UPI,18,55.15649959,2,942383.182
cust_0446,22,Rural,Low,321,7873.075027,27708.30804,2751.456069,2527257.084,269,250,3889,42,3122.989005,Weekly,Debit Card,1,22.74349893,2,265142.2139
cust_6737,28,Suburban,Low,469,11944.85852,36498.89107,3415.806066,5602138.647,330,364,2989,40,2818.043894,Daily,Wallet Balance,10,50.7956041,2,570782.8427
cust_6365,46,Suburban,Middle,240,14756.47521,21723.77894,4318.626949,3541554.051,8,355,3153,4,813.4425556,Monthly,Wallet Balance,9,62.4707268,2,362454.6838
cust_0038,62,Rural,Low,118,9884.805436,21889.42582,4035.012787,1166407.041,196,306,3827,40,3086.250468,Daily,Wallet Balance,12,55.04632841,2,128751.5789
cust_4422,48,Urban,Low,569,8567.77439,32251.41827,2595.662575,4875063.628,181,189,3386,17,3091.91861,Monthly,Credit Card,3,16.49711857,2,496432.4035
cust_4047,65,Rural,High,391,15971.61189,26786.58812,3407.614409,6244900.249,236,261,2572,1,1038.075777,Daily,Debit Card,2,23.55064031,2,631214.987
cust_3113,64,Suburban,High,767,10634.76465,16367.13894,2723.789765,8156864.487,207,9,4436,50,624.2997991,Daily,Wallet Balance,15,12.87929651,2,831246.2988
cust_6403,29,Suburban,High,924,4841.467011,5063.256631,822.2734612,4473515.518,52,298,3379,23,2753.43992,Daily,Debit Card,17,37.19632822,2,457032.8319
cust_2778,51,Urban,Middle,366,1100.976078,4113.063488,349.2844964,402957.2446,121,40,1546,21,2159.953805,Daily,Debit Card,6,32.57217802,2,46407.74755
cust_6012,32,Urban,High,488,4375.458784,4931.60169,574.4971901,2135223.887,20,243,3303,44,489.1964322,Daily,UPI,9,44.18866229,2,226283.7904
cust_2799,37,Rural,Low,216,12432.40487,49557.10081,5034.719592,2685399.452,270,215,4636,4,904.6963119,Weekly,Wallet Balance,17,65.00326406,2,279759.5971
cust_6333,20,Rural,Middle,393,12376.64392,29148.88306,4067.606782,4864021.059,185,121,4972,0,4782.392754,Daily,UPI,12,26.54005153,2,495954.9095
cust_2169,57,Rural,Middle,443,528.258627,1571.919509,82.20503983,234018.5718,342,245,4130,15,1082.166994,Monthly,Debit Card,17,47.63426222,2,34620.77368
cust_0239,69,Suburban,Low,169,13026.53749,58358.19533,4831.721606,2201484.836,172,193,3099,10,1153.508165,Daily,UPI,11,43.74687946,2,228769.7295
cust_5429,26,Urban,High,437,15661.0114,44823.78674,3494.725012,6843861.981,362,1,3875,50,4262.975243,Weekly,Credit Card,5,6.119408866,2,697004.7104
cust_2531,58,Urban,High,514,5022.13223,17892.3664,2056.802449,2581375.966,115,78,2885,44,1484.794394,Monthly,UPI,4,36.30366197,2,269565.1994
cust_0459,43,Rural,Middle,689,12681.72551,48711.87484,4321.315009,8737708.875,264,345,3008,10,3526.26467,Monthly,Wallet Balance,11,48.55221451,2,881023.7552
cust_3579,20,Urban,High,75,15336.51815,45966.13051,4441.679622,1150238.861,272,73,4717,26,2053.506791,Weekly,Wallet Balance,8,28.06647639,2,128031.1327
cust_2208,27,Urban,High,328,3242.529849,8302.354016,1468.308735,1063549.791,307,283,3690,2,318.1787089,Weekly,Debit Card,4,56.16732701,2,115775.8897
cust_0385,64,Suburban,Middle,978,5965.404694,26556.08767,2345.245485,5834165.791,94,359,4889,19,240.0201746,Weekly,Debit Card,15,38.53402672,2,596974.569
cust_1522,45,Suburban,Middle,561,1801.245137,2004.321083,527.8949605,1010498.522,78,166,395,26,549.645797,Daily,UPI,19,8.948082854,2,106165.0293
cust_2332,45,Urban,Low,75,3561.587914,8340.443762,855.7835437,267119.0936,21,276,647,12,687.8310164,Monthly,Wallet Balance,6,44.89265946,2,30861.99385
cust_6669,52,Rural,Middle,431,13142.74428,13410.77159,1870.739992,5664522.786,342,181,1392,19,4259.21979,Monthly,Debit Card,20,39.4389826,2,571006.6687
cust_3669,27,Rural,Middle,465,13090.62043,15252.24394,5356.60205,6087138.498,252,345,4605,11,1427.192699,Daily,UPI,14,57.18859192,2,620310.2535
cust_3626,33,Rural,Low,955,3105.98331,10782.9307,969.7451884,2966214.061,360,6,3130,21,819.9168634,Monthly,Debit Card,3,64.50401047,2,306571.4477
cust_1713,44,Rural,High,548,15475.65873,46125.53606,7013.789017,8480660.984,7,303,1117,18,1725.792063,Weekly,Debit Card,1,38.9667032,2,853237.2024
cust_5925,45,Suburban,Middle,621,2276.480385,10245.22433,408.8842444,1413694.319,334,37,322,4,3983.519645,Weekly,Credit Card,4,65.89216558,2,142421.6721
cust_6279,19,Rural,Low,105,5378.867419,16844.66646,1969.699824,564781.079,128,132,1188,23,2239.096375,Monthly,Credit Card,19,54.20549033,2,62034.55971
cust_6618,68,Urban,Middle,640,6775.290147,17956.53594,1510.040032,4336185.694,69,263,1437,20,4879.433171,Daily,UPI,5,26.56029248,2,438052.8528
cust_1877,26,Suburban,Low,696,9245.815461,31551.94606,4234.369829,6435087.561,85,222,27,18,3641.723491,Daily,Debit Card,10,22.91099688,2,645541.8944
cust_5937,19,Rural,High,14,4509.694035,17409.6139,1154.535143,63135.71649,166,148,4354,38,1356.051081,Daily,UPI,19,60.27795146,2,20143.54611
cust_5998,53,Urban,High,354,2662.484728,4047.697643,1234.658213,942519.5936,195,180,511,24,4409.215315,Weekly,Wallet Balance,4,6.103162822,2,97469.3517
cust_4177,53,Urban,Low,378,6766.430097,32691.15195,2203.719022,2557710.576,240,73,703,42,1899.986522,Daily,UPI,20,67.10847387,2,262427.0644
cust_4886,20,Rural,High,918,10948.18981,12038.79471,3133.418125,10050438.25,109,55,971,27,2389.771624,Monthly,Debit Card,1,17.68904609,2,1010490.939
cust_4393,59,Urban,High,869,16989.74195,33065.79447,7272.299243,14764085.75,113,253,4078,41,3785.87308,Weekly,UPI,16,35.45390302,2,1488771.639
cust_6735,59,Rural,High,890,1387.554477,5437.354768,642.4741492,1234923.484,89,121,4359,10,1312.062774,Monthly,Credit Card,8,66.52566913,2,134554.317
cust_5802,16,Rural,Middle,323,6894.877045,17951.02816,2232.30745,2227045.285,364,27,4682,34,4527.229399,Daily,Wallet Balance,10,69.89405491,2,235204.9138
cust_5996,27,Rural,Middle,508,17723.53903,22306.1041,2756.469407,9003557.827,236,65,1670,28,4454.024096,Monthly,Credit Card,15,34.87813864,2,906268.7706
cust_0662,51,Suburban,Middle,576,10187.07556,11696.64341,1449.281133,5867755.525,311,302,1961,26,4558.809988,Monthly,UPI,8,49.66681264,2,593018.1475
cust_5181,63,Rural,Middle,984,1850.185869,5407.494102,831.6739325,1820582.895,237,351,2720,18,2396.597395,Daily,Credit Card,8,60.81643801,2,190099.9908
cust_1652,65,Suburban,Low,876,3920.998454,12270.82955,1490.097073,3434794.645,181,128,4251,25,1175.198668,Monthly,Debit Card,2,61.52986845,2,355893.8652
cust_4386,26,Rural,High,264,18468.89806,24691.64625,7665.304303,4875789.088,223,42,3276,33,440.731586,Weekly,UPI,20,17.49548624,2,499210.543
cust_1599,58,Rural,Middle,642,13218.1,56634.34813,1473.412187,8486020.199,138,181,4606,14,1450.866265,Monthly,Debit Card,11,11.75296005,2,860488.5868
cust_3027,50,Urban,Low,264,15644.81317,19278.16737,6843.909816,4130230.677,349,22,3525,16,3264.88792,Monthly,Wallet Balance,8,4.744743386,2,422040.6238
cust_1875,40,Urban,Middle,474,3215.476154,4944.766505,1450.57586,1524135.697,209,213,2829,1,2762.95985,Weekly,Wallet Balance,2,48.98927202,2,158790.0898
cust_6788,43,Suburban,Middle,55,16142.20258,39046.12438,7087.65344,887821.1417,84,315,2239,41,1646.144995,Monthly,Wallet Balance,12,34.53717927,2,98537.04168
cust_3589,50,Urban,High,723,2784.404778,7625.308993,839.2596241,2013124.655,31,256,4433,30,1192.789275,Monthly,Wallet Balance,14,46.70158626,2,214582.0708
cust_3803,22,Suburban,Low,873,7305.632359,18385.98274,2034.000687,6377817.049,77,297,4027,40,17.43748256,Weekly,Debit Card,3,51.10388293,2,651826.9862
cust_6275,65,Suburban,High,270,9038.957824,16493.76876,1925.631172,2440518.613,167,271,2195,42,1659.293469,Weekly,Credit Card,16,49.95230653,2,253812.2145
cust_6119,55,Suburban,Middle,557,18362.71492,76004.46777,3652.955119,10228032.21,348,359,734,13,1576.798103,Monthly,UPI,13,25.34268005,2,1026782.822
cust_1460,22,Suburban,Low,155,18676.88739,20847.8172,4148.300625,2894917.545,88,50,1358,44,1989.565755,Daily,Wallet Balance,10,16.86835055,2,297612.9716
cust_4424,59,Rural,Low,356,389.2332184,1615.971048,104.4204949,138567.0257,275,173,197,36,963.2209364,Weekly,Credit Card,5,32.10900811,2,19369.09211
cust_5774,19,Suburban,Low,973,1376.566372,6269.340924,399.7184135,1339399.08,313,36,4766,24,4092.523481,Weekly,Debit Card,9,18.69321583,2,145825.6463
cust_2177,21,Suburban,Middle,225,14382.26906,18274.55614,3750.849847,3236010.538,249,359,2915,49,2089.131069,Weekly,Wallet Balance,6,22.165049,2,335286.4882
cust_6389,32,Rural,Middle,233,568.4367311,698.1550286,246.8969551,132445.7583,281,195,2919,28,3088.808265,Weekly,Wallet Balance,18,40.01261634,2,22338.1717
cust_5548,44,Urban,Middle,110,572.5841881,2684.630548,161.3425526,62984.26069,307,6,3738,34,348.2981028,Daily,Credit Card,9,33.97447219,2,19000.27702
cust_1027,38,Suburban,High,641,4018.366615,14386.14856,529.6322318,2575773,342,203,1746,5,1754.797786,Monthly,UPI,8,43.51527115,2,262691.9012
cust_4170,63,Suburban,Middle,501,17291.51014,79059.70002,4446.369522,8663046.58,284,145,2631,32,1609.540083,Daily,Wallet Balance,8,60.64765802,2,875961.8879
cust_4884,38,Rural,Middle,703,3451.737647,9578.498453,1513.166618,2426571.566,365,147,911,47,653.347599,Monthly,Debit Card,10,61.36900308,2,250852.4828
cust_5657,25,Rural,High,490,10592.78523,37210.81757,1817.985697,5190464.761,337,1,794,0,4629.434558,Weekly,Credit Card,20,69.29514888,2,520319.7589
cust_0721,34,Rural,High,507,3509.808124,7338.582133,1184.137874,1779472.719,116,87,4278,17,1716.719927,Monthly,Credit Card,1,48.17826729,2,189344.9119
cust_1140,48,Rural,Low,694,4558.964986,13422.93764,1017.515352,3163921.7,290,42,4220,10,2668.824317,Daily,Credit Card,5,18.8563075,2,326497.7579
cust_4014,22,Suburban,High,46,18163.89568,84891.39479,6592.575704,835539.2013,47,118,4932,8,2468.248677,Weekly,Debit Card,2,7.806436324,2,94983.79579
cust_6722,24,Suburban,Middle,934,19181.34297,31729.132,4852.180484,17915374.33,335,315,586,49,1067.076686,Monthly,Wallet Balance,19,4.750285357,2,1799075.895
cust_1195,44,Suburban,Middle,520,17197.8594,79283.28151,1806.218677,8942886.889,121,68,472,5,1861.941369,Weekly,Wallet Balance,19,32.35930034,2,896801.7182
cust_0495,28,Urban,High,194,13611.62831,62306.86016,5072.525634,2640655.893,99,170,1434,0,3503.078187,Daily,Credit Card,18,57.36422658,2,267182.0502
cust_1459,65,Rural,Low,287,8096.283012,35985.24995,1010.289633,2323633.225,243,120,177,24,4505.014759,Weekly,Debit Card,14,2.442863055,2,234864.8151
cust_3979,53,Urban,Middle,995,12422.34,51589.81051,5134.154815,12360228.3,6,91,3010,47,688.8380247,Monthly,Wallet Balance,7,15.6918156,2,1248398.411
cust_6536,57,Urban,Low,644,4287.916928,16319.56874,627.0916561,2761418.502,287,149,1164,36,4781.965038,Daily,Wallet Balance,0,34.36663523,2,281678.8676
cust_2009,21,Urban,High,196,9277.450403,29126.97376,4189.815719,1818380.279,24,75,2128,33,185.4344696,Daily,Debit Card,16,50.67736637,2,191301.3107
cust_5420,29,Urban,Low,927,13974.5728,37439.66714,3280.393962,12954428.98,330,55,1682,9,3659.153483,Daily,UPI,4,41.51801383,2,1299877.321
cust_4854,34,Urban,Middle,98,3598.498899,17420.97069,375.0100184,352652.8921,289,287,2635,1,2658.97691,Daily,Wallet Balance,16,61.68977821,2,41305.80075
cust_4701,52,Urban,Low,239,574.0606433,1987.655706,285.8359324,137200.4938,130,57,4034,28,4701.334488,Weekly,UPI,13,25.47836688,2,24237.38213
cust_5377,56,Urban,Low,783,4558.451262,6056.783461,1428.812757,3569267.338,191,17,4146,46,4874.144369,Monthly,Wallet Balance,10,63.42794678,2,369381.6616
cust_0065,50,Rural,High,458,1013.817139,3929.789304,212.8834661,464328.2496,57,205,4353,15,235.5175767,Weekly,Debit Card,14,54.92360769,2,58521.06617
cust_5627,31,Rural,High,564,7582.294265,10799.68501,2932.841465,4276413.966,136,338,550,20,2773.369776,Monthly,UPI,10,19.19504801,2,431354.7117
cust_0379,48,Urban,Middle,843,8355.682119,22120.8259,3315.810606,7043840.026,97,330,940,17,346.3578201,Weekly,Debit Card,1,69.49010119,2,709790.8237
cust_4469,37,Urban,Low,24,16391.79666,61281.43249,5572.83251,393403.1199,63,252,675,14,1110.852995,Monthly,Wallet Balance,9,24.88465061,2,43534.88549
cust_1364,41,Suburban,Middle,377,9300.158787,24405.28817,3408.008733,3506159.863,23,271,3965,31,4373.428375,Monthly,Credit Card,5,8.448750492,2,361459.2721
cust_2443,20,Urban,Low,878,12292.83436,26707.09943,6107.210903,10793108.57,169,171,1303,46,2817.398424,Monthly,Wallet Balance,10,2.643048681,2,1087108.157
cust_2968,41,Rural,Middle,859,19989.65925,83721.79088,4992.380934,17171117.3,112,87,343,41,3202.510299,Monthly,Debit Card,15,63.65698044,2,1722296.475
cust_6080,32,Urban,Low,326,7208.580681,17283.74132,2910.765198,2349997.302,123,214,2595,3,813.1554794,Daily,UPI,3,16.12831164,2,242083.1525
cust_5264,33,Urban,Low,634,13403.21751,33981.70119,4120.543968,8497639.903,322,80,4967,10,1984.538333,Weekly,Wallet Balance,3,41.04426934,2,861705.7211
cust_3610,27,Urban,High,194,19128.57767,37888.26563,4667.491852,3710944.068,224,351,3669,27,4835.853711,Daily,UPI,17,70.40222317,2,380714.48
cust_0547,41,Rural,Low,518,4999.910553,17333.09059,2384.930279,2589953.667,323,335,4333,19,326.1719355,Monthly,UPI,13,71.9037387,2,271398.2807
cust_1093,36,Urban,Middle,516,19332.78598,33615.6978,2641.115167,9975717.564,99,272,1337,2,1741.044152,Daily,UPI,12,42.9571139,2,1001575.234
cust_4872,49,Rural,Middle,806,1604.343264,5114.141244,398.4894695,1293100.671,308,115,4376,50,4903.469996,Monthly,Credit Card,3,4.06311084,2,142610.3321
cust_5019,55,Suburban,High,1,18712.00773,42510.08824,8767.129055,18712.00773,111,215,2746,40,952.0616966,Monthly,Wallet Balance,4,51.32863797,2,12887.16993
cust_5970,28,Suburban,Low,894,2414.109784,7240.597561,771.3898855,2158214.146,246,137,4598,39,2379.966246,Weekly,Debit Card,18,63.31855406,2,229727.4315
cust_2526,52,Suburban,Middle,609,9370.435617,15868.76356,1891.910381,5706595.291,324,85,422,18,2543.219191,Weekly,Credit Card,2,50.57094008,2,574031.9195
cust_5872,50,Urban,Middle,426,4531.003377,4935.175874,998.7676827,1930207.438,170,358,4558,39,368.7272287,Daily,Debit Card,7,67.15023326,2,207852.3802
cust_2936,20,Suburban,Low,897,4548.146303,21734.23826,789.1557254,4079687.234,124,139,4569,7,1826.928196,Monthly,Wallet Balance,14,28.75444041,2,418893.2593
cust_4072,52,Urban,Low,488,9004.266472,44176.35397,2888.189241,4394082.038,5,219,1953,42,517.7861574,Weekly,UPI,8,40.90729051,2,449255.3108
cust_1457,43,Rural,Middle,917,19596.3699,76925.59898,9081.782982,17969871.2,221,132,1411,30,1011.13661,Monthly,Debit Card,9,52.27198777,2,1804303.552
cust_4280,23,Urban,Middle,266,12045.80642,31723.86798,1696.318845,3204184.507,140,321,937,29,742.7183965,Weekly,Debit Card,7,58.04897869,2,326821.0915
cust_4348,30,Urban,Low,302,8496.807531,25273.61507,2833.127962,2566035.874,65,204,658,16,2073.317699,Daily,Credit Card,19,49.57125874,2,260482.9286
cust_2545,68,Rural,High,188,4472.355543,15381.58257,833.4192466,840802.8421,126,5,890,6,1401.505603,Weekly,Wallet Balance,3,13.91641048,2,87759.53141
cust_6068,65,Suburban,High,184,1346.702858,3735.547072,459.1166938,247793.3259,232,50,2315,41,2958.442115,Monthly,Wallet Balance,9,22.32946149,2,34030.11153
cust_3532,35,Rural,High,655,3054.156196,6899.762518,741.6172499,2000472.308,136,356,1403,42,602.1338933,Monthly,Credit Card,13,1.962749107,2,208752.1639
cust_6166,44,Suburban,Low,185,1169.268447,1198.856334,335.3137271,216314.6627,345,284,4806,44,4127.670219,Monthly,Credit Card,9,69.61322731,2,35579.63116
